session_id,athlete_id,frame_num,sport,hip_angle_l,hip_angle_r,knee_angle_l,knee_angle_r,shoulder_angle_l,shoulder_angle_r,elbow_angle_l,elbow_angle_r,ankle_dorsiflexion_l,ankle_dorsiflexion_r,trunk_lean,spine_deviation,shoulder_hip_sep,head_forward_pos,com_height_norm,estimated_jump_height,limb_symmetry_idx,form_score,phase_label,quality_label,feedback_tag,sequence_id
SES_SNA_ELI_0004,athlete_04,482,snatch,89.4,87.12,96.23,94.75,51.93,44.73,175.0,176.55,89.61,94.89,24.6,1.11,30.16,-2.51,0.54,0,0.938,94.5,setup,elite,Elite biomechanics detected.,16
SES_SPR_POO_0011,athlete_75,1346,sprint,92.06,87.05,135.54,130.15,109.48,109.29,128.86,140.02,79.84,92.71,36.2,5.1,21.29,-1.57,0.41,0,0.692,45.7,takeoff,poor,Work on symmetry.,44
SES_SNA_AVE_0006,athlete_37,725,snatch,90.2,107.92,125.22,129.66,61.45,81.26,161.75,151.94,83.7,78.75,38.42,2.23,18.49,3.17,0.51,0,0.75,68.4,setup,average,Activate core more.,24
SES_CRI_POO_0019,athlete_48,2391,cricket_bat,156.1,154.6,166.27,161.14,141.53,128.35,174.02,171.64,76.32,72.25,56.68,2.94,17.15,5.67,0.57,0,0.608,49.6,takeoff,poor,Critical form deviation.,79
SES_CRI_AVE_0018,athlete_72,2274,cricket_bat,146.67,135.82,159.74,167.65,105.24,115.12,158.44,162.09,77.9,84.33,36.28,1.09,28.62,1.85,0.4,0,0.683,60.0,flight,average,Control trunk lean.,75
SES_VER_AVE_0002,athlete_29,317,vertical_jump,114.96,122.08,120.59,121.55,77.28,85.99,151.37,133.0,70.38,76.82,19.77,0.52,14.14,-2.09,0.44,42.1,0.779,69.2,takeoff,average,Activate core more.,10
SES_JAV_AVE_0014,athlete_66,1796,javelin,130.94,121.88,173.92,164.99,140.64,123.74,137.85,158.53,77.85,78.43,50.36,1.12,29.98,1.94,0.39,0,0.644,56.1,flight,average,Control trunk lean.,59
SES_VER_ELI_0000,athlete_70,79,vertical_jump,86.97,84.73,97.77,93.8,60.77,63.97,127.53,121.26,84.79,89.93,14.56,0.25,28.33,2.73,0.46,77.0,0.94,92.0,flight,elite,Hold this form.,2
SES_JAV_AVE_0014,athlete_73,1763,javelin,131.05,110.08,160.83,172.55,154.28,148.06,147.09,160.39,77.04,83.44,46.16,2.63,19.34,0.28,0.43,0,0.61,56.6,flight,average,Control trunk lean.,58
SES_CRI_GOO_0017,athlete_69,2047,cricket_bat,140.18,128.62,147.81,149.12,100.22,100.44,160.87,152.74,92.78,87.96,20.75,2.76,28.84,4.74,0.53,0,0.753,83.0,setup,good,Slight asymmetry detected.,68
SES_VER_POO_0003,athlete_61,365,vertical_jump,136.95,134.99,145.85,141.18,90.07,67.12,152.22,137.95,55.19,63.84,51.49,0.87,26.15,-1.22,0.45,17.9,0.686,39.0,setup,poor,Critical form deviation.,12
SES_VER_POO_0003,athlete_19,432,vertical_jump,137.22,133.25,147.75,136.72,92.23,89.48,145.19,144.67,71.88,65.88,32.08,1.73,29.0,-2.4,0.51,24.0,0.669,38.6,takeoff,poor,Critical form deviation.,14
SES_SNA_POO_0007,athlete_43,932,snatch,133.08,139.58,154.96,144.03,95.59,69.31,129.93,177.48,70.07,66.62,47.8,3.11,12.22,5.96,0.37,0,0.684,33.3,setup,poor,LOWER HIPS!,31
SES_CRI_ELI_0016,athlete_44,1972,cricket_bat,119.73,127.97,133.32,135.62,84.43,82.64,148.08,151.72,97.64,81.92,22.68,0.49,26.81,2.6,0.45,0,0.794,95.4,takeoff,elite,Great form! Maintain position.,65
SES_CRI_GOO_0017,athlete_79,2085,cricket_bat,122.52,122.72,144.91,143.85,89.28,102.31,147.31,159.55,95.69,90.3,29.53,1.85,32.24,0.43,0.5,0,0.777,76.9,takeoff,good,"Good depth, push harder through the heels.",69
SES_SPR_ELI_0008,athlete_41,1001,sprint,48.03,52.1,94.66,84.06,64.39,75.47,78.02,80.09,77.63,73.05,13.93,1.95,22.47,7.38,0.51,0,0.841,93.4,descent,elite,Great form! Maintain position.,33
SES_VER_POO_0003,athlete_50,476,vertical_jump,126.9,127.95,148.34,136.12,92.52,100.03,150.47,135.71,63.18,72.28,38.92,0.96,34.75,4.16,0.45,15.6,0.673,34.8,landing,poor,Work on symmetry.,15
SES_CRI_ELI_0016,athlete_64,1990,cricket_bat,124.36,124.56,125.6,137.34,86.79,88.53,138.59,153.43,81.58,90.01,28.17,2.29,48.83,2.19,0.45,0,0.791,97.9,descent,elite,Hold this form.,66
SES_VER_ELI_0000,athlete_21,17,vertical_jump,100.3,84.88,102.8,96.86,54.31,56.62,109.9,131.28,87.71,87.27,9.02,3.75,40.25,2.33,0.48,49.9,0.897,91.5,takeoff,elite,Great form! Maintain position.,0
SES_VER_AVE_0002,athlete_29,320,vertical_jump,109.96,123.83,123.2,117.69,79.42,90.99,149.43,123.22,77.68,81.82,24.77,0.52,14.14,-2.09,0.44,42.1,0.749,69.0,flight,average,Activate core more.,10
SES_CRI_GOO_0017,athlete_69,2052,cricket_bat,130.17,127.95,158.79,149.6,85.22,95.34,155.87,156.61,87.78,94.21,24.28,2.76,28.84,4.74,0.53,0,0.758,82.9,descent,good,Slight asymmetry detected.,68
SES_VER_ELI_0000,athlete_79,102,vertical_jump,98.89,94.68,91.8,93.2,61.53,57.7,125.76,98.79,84.52,85.76,11.0,0.86,31.29,1.49,0.51,63.6,0.943,91.4,takeoff,elite,Hold this form.,3
SES_CRI_GOO_0017,athlete_15,2106,cricket_bat,134.72,125.92,145.68,147.81,92.69,98.8,159.59,151.76,88.58,83.83,23.85,0.97,12.01,-2.16,0.36,0,0.756,82.4,setup,good,Slight asymmetry detected.,70
SES_VER_ELI_0000,athlete_79,110,vertical_jump,85.75,91.91,97.8,98.64,61.53,60.47,102.47,116.69,79.99,82.13,10.55,0.86,31.29,1.49,0.51,63.6,0.936,92.4,flight,elite,Hold this form.,3
SES_JAV_POO_0015,athlete_28,1855,javelin,144.21,150.38,165.0,177.97,131.35,143.24,178.78,169.65,78.56,78.0,70.88,1.63,30.33,3.74,0.48,0,0.564,32.4,flight,poor,LOWER HIPS!,61
SES_SPR_POO_0011,athlete_29,1420,sprint,97.06,98.8,130.24,132.51,95.42,98.25,125.64,132.06,99.1,94.78,30.55,1.78,12.02,4.96,0.53,0,0.709,35.8,descent,poor,Critical form deviation.,47
SES_SPR_AVE_0010,athlete_04,1235,sprint,68.78,71.75,127.52,117.4,86.21,86.0,131.97,115.4,78.59,81.93,30.46,2.26,17.05,4.37,0.56,0,0.763,66.3,setup,average,Lower your hips.,41
SES_SPR_ELI_0008,athlete_23,1043,sprint,50.94,49.94,96.87,92.66,75.57,78.82,94.18,82.83,73.53,75.98,14.7,0.7,42.08,0.04,0.55,0,0.881,92.7,takeoff,elite,Hold this form.,34
SES_CRI_AVE_0018,athlete_15,2208,cricket_bat,154.48,154.23,159.73,156.96,108.62,113.22,164.14,167.61,94.0,81.48,35.47,0.11,23.44,0.01,0.47,0,0.714,65.9,takeoff,average,Activate core more.,73
SES_JAV_POO_0015,athlete_28,1858,javelin,149.21,145.38,170.0,173.13,126.35,141.59,173.78,172.7,73.56,79.19,67.9,1.63,30.33,3.74,0.48,0,0.587,32.5,flight,poor,LOWER HIPS!,61
SES_CRI_ELI_0016,athlete_76,2026,cricket_bat,123.11,122.01,142.75,129.56,90.58,87.65,145.8,144.52,95.56,86.17,17.08,2.15,51.96,3.27,0.46,0,0.79,94.7,takeoff,elite,Hold this form.,67
SES_VER_AVE_0002,athlete_48,282,vertical_jump,118.01,112.56,128.77,110.99,62.49,90.36,145.83,133.9,74.4,75.51,25.49,2.17,34.4,4.18,0.43,27.5,0.745,63.5,takeoff,average,Lower your hips.,9
SES_SPR_POO_0011,athlete_06,1383,sprint,94.61,108.73,131.86,132.45,114.76,101.46,142.9,132.58,80.45,74.81,44.24,0,39.96,5.21,0.45,0,0.674,34.7,setup,poor,Adjust knee alignment.,46
SES_SPR_GOO_0009,athlete_49,1122,sprint,66.58,66.04,102.03,111.37,100.2,82.51,97.68,103.41,72.36,77.33,26.38,1.23,33.46,-2.28,0.42,0,0.82,79.1,descent,good,Extend hips fully.,37
SES_JAV_ELI_0012,athlete_49,1442,javelin,101.64,109.44,145.36,151.06,166.75,163.17,117.11,130.62,74.14,94.6,26.59,1.47,27.08,1.79,0.39,0,0.745,95.2,setup,elite,Great form! Maintain position.,48
SES_SPR_AVE_0010,athlete_49,1313,sprint,74.95,66.72,128.15,121.19,90.28,111.17,114.78,107.53,86.14,89.74,21.51,0.95,27.31,6.44,0.43,0,0.751,70.8,takeoff,average,Control trunk lean.,43
SES_CRI_ELI_0016,athlete_44,1954,cricket_bat,110.78,119.09,138.88,131.27,86.64,79.25,129.71,138.0,99.14,84.14,20.79,0.49,26.81,2.6,0.45,0,0.781,97.4,setup,elite,Great form! Maintain position.,65
SES_CRI_GOO_0017,athlete_79,2074,cricket_bat,124.2,121.48,149.55,142.0,99.58,117.01,156.32,142.44,87.43,89.88,14.53,1.85,32.24,0.43,0.5,0,0.758,75.1,setup,good,"Good depth, push harder through the heels.",69
SES_VER_POO_0003,athlete_19,424,vertical_jump,125.07,122.87,141.69,155.22,83.68,82.47,170.0,130.97,66.09,81.04,23.97,1.73,29.0,-2.4,0.51,24.0,0.666,37.6,setup,poor,Critical form deviation.,14
SES_SPR_AVE_0010,athlete_67,1282,sprint,61.81,78.09,112.51,117.53,86.05,107.54,106.03,117.99,89.63,86.16,27.37,1.85,28.51,1.34,0.4,0,0.708,65.8,takeoff,average,Lower your hips.,42
SES_SNA_POO_0007,athlete_11,915,snatch,135.13,125.48,136.77,148.52,79.49,73.19,133.27,139.56,79.27,78.35,41.74,2.14,29.83,1.47,0.37,0,0.673,44.4,takeoff,poor,Work on symmetry.,30
SES_SPR_AVE_0010,athlete_04,1257,sprint,68.22,68.52,109.38,113.63,91.2,83.95,94.61,120.02,81.53,79.5,36.36,2.26,17.05,4.37,0.56,0,0.787,65.4,takeoff,average,Lower your hips.,41
SES_JAV_AVE_0014,athlete_73,1744,javelin,136.8,139.46,158.0,165.08,131.24,141.79,139.53,136.67,84.25,84.23,56.69,2.63,19.34,0.28,0.43,0,0.661,57.5,setup,average,Control trunk lean.,58
SES_JAV_POO_0015,athlete_10,1821,javelin,140.58,149.17,169.19,177.11,128.6,135.98,159.02,153.14,62.61,74.08,64.89,3.18,27.74,-0.11,0.37,0,0.568,54.1,takeoff,poor,LOWER HIPS!,60
SES_CRI_GOO_0017,athlete_79,2078,cricket_bat,136.02,114.38,149.55,143.31,95.68,107.01,152.31,142.44,91.86,84.84,14.53,1.85,32.24,0.43,0.5,0,0.72,75.7,descent,good,"Good depth, push harder through the heels.",69
SES_JAV_ELI_0012,athlete_49,1469,javelin,106.63,105.28,151.99,147.41,178.45,170.12,129.3,125.98,86.93,82.99,37.68,1.47,27.08,1.79,0.39,0,0.767,94.4,flight,elite,Great form! Maintain position.,48
SES_CRI_AVE_0018,athlete_33,2240,cricket_bat,141.06,146.01,162.73,151.6,100.81,101.88,169.71,164.39,88.72,76.66,35.65,0.2,16.78,4.95,0.41,0,0.689,63.5,takeoff,average,Activate core more.,74
SES_CRI_GOO_0017,athlete_79,2073,cricket_bat,124.03,116.48,154.55,143.37,104.58,122.01,155.71,137.9,82.43,84.88,12.27,1.85,32.24,0.43,0.5,0,0.74,74.7,setup,good,"Good depth, push harder through the heels.",69
SES_SNA_AVE_0006,athlete_23,766,snatch,112.8,106.37,129.03,127.16,70.85,62.51,165.5,168.85,70.73,84.29,40.22,1.02,17.89,-0.36,0.51,0,0.799,58.4,takeoff,average,Lower your hips.,25
SES_VER_POO_0003,athlete_61,378,vertical_jump,126.53,138.31,137.04,138.52,89.29,93.33,145.31,135.25,68.01,82.14,39.83,0.87,26.15,-1.22,0.45,17.9,0.669,38.4,flight,poor,Critical form deviation.,12
SES_VER_GOO_0001,athlete_46,125,vertical_jump,97.44,103.86,103.04,101.57,66.16,71.17,141.14,126.87,79.56,81.47,6.73,2.67,21.85,4.22,0.41,47.7,0.856,77.4,setup,good,Extend hips fully.,4
SES_VER_GOO_0001,athlete_46,131,vertical_jump,105.6,99.49,111.85,97.62,66.16,77.39,136.83,126.87,78.92,85.82,21.41,2.67,21.85,4.22,0.41,47.7,0.824,77.6,descent,good,Extend hips fully.,4
SES_SPR_POO_0011,athlete_75,1349,sprint,87.06,84.26,132.5,135.15,104.48,104.29,133.86,145.02,94.84,87.71,41.2,5.1,21.29,-1.57,0.41,0,0.704,45.1,takeoff,poor,Work on symmetry.,44
SES_VER_POO_0003,athlete_41,411,vertical_jump,137.23,134.13,142.34,127.26,93.09,91.7,128.63,164.38,69.83,72.88,40.84,1.08,32.9,5.5,0.59,9.6,0.661,48.4,flight,poor,Critical form deviation.,13
SES_JAV_ELI_0012,athlete_39,1479,javelin,102.47,105.52,147.71,144.15,179.98,165.31,127.1,138.86,86.35,84.4,40.27,3.11,36.26,1.08,0.56,0,0.764,94.1,descent,elite,Great form! Maintain position.,49
SES_SPR_GOO_0009,athlete_16,1190,sprint,64.38,55.22,103.52,106.34,93.93,87.42,95.52,93.78,72.17,74.08,20.15,0.62,14.63,2.24,0.49,0,0.799,82.4,takeoff,good,"Good depth, push harder through the heels.",39
SES_SNA_GOO_0005,athlete_28,670,snatch,97.99,92.08,114.03,112.13,47.47,48.85,162.43,175.0,82.51,91.24,29.95,1.08,29.28,4.84,0.57,0,0.877,85.3,descent,good,"Good depth, push harder through the heels.",22
SES_JAV_POO_0015,athlete_47,1885,javelin,142.58,137.23,157.59,166.62,145.55,128.43,174.42,172.2,68.39,73.31,55.52,4.82,22.78,-0.61,0.3,0,0.572,41.6,flight,poor,Critical form deviation.,62
SES_CRI_ELI_0016,athlete_64,1989,cricket_bat,119.36,126.02,130.6,142.34,91.79,91.03,133.59,148.43,85.89,86.06,27.59,2.29,48.83,2.19,0.45,0,0.776,97.6,descent,elite,Hold this form.,66
SES_CRI_POO_0019,athlete_62,2345,cricket_bat,168.81,162.75,162.46,161.15,106.22,131.81,174.38,155.59,68.81,75.64,64.86,1.68,42.82,-3.36,0.41,0,0.607,31.5,setup,poor,Work on symmetry.,78
SES_SPR_ELI_0008,athlete_61,1051,sprint,38.76,46.53,79.61,85.65,80.88,69.07,88.15,84.69,68.65,73.14,13.35,3.43,35.85,2.18,0.64,0,0.817,99.7,setup,elite,Hold this form.,35
SES_SPR_GOO_0009,athlete_08,1161,sprint,65.95,60.29,101.63,100.83,92.82,93.97,97.29,100.48,79.52,84.98,16.9,0,22.24,0.22,0.41,0,0.822,84.7,takeoff,good,"Good depth, push harder through the heels.",38
SES_SNA_AVE_0006,athlete_11,801,snatch,94.72,96.37,121.9,116.57,67.64,68.4,170.15,163.86,74.27,80.52,38.1,2.17,24.04,5.39,0.42,0,0.802,62.5,flight,average,Activate core more.,26
SES_SPR_AVE_0010,athlete_67,1261,sprint,77.5,67.83,101.93,124.3,98.7,109.02,126.69,121.79,92.88,82.9,19.92,1.85,28.51,1.34,0.4,0,0.697,64.8,setup,average,Lower your hips.,42
SES_SPR_ELI_0008,athlete_13,972,sprint,48.74,55.04,82.99,96.03,86.54,77.36,88.08,81.51,66.44,73.89,13.07,2.45,40.04,4.42,0.44,0,0.814,93.5,descent,elite,Great form! Maintain position.,32
SES_CRI_POO_0019,athlete_25,2284,cricket_bat,164.11,160.0,165.04,159.66,140.31,127.65,175.58,162.31,73.49,83.82,49.31,4.06,24.64,1.83,0.39,0,0.603,35.6,setup,poor,Critical form deviation.,76
SES_SPR_ELI_0008,athlete_23,1036,sprint,46.92,51.98,98.81,91.62,78.52,73.79,90.19,94.04,77.22,71.47,5.77,0.7,42.08,0.04,0.55,0,0.846,93.7,descent,elite,Hold this form.,34
SES_SPR_AVE_0010,athlete_32,1202,sprint,78.83,66.08,118.16,112.5,78.45,102.2,118.29,114.91,87.87,84.46,21.29,1.97,20.64,0.35,0.51,0,0.737,62.0,setup,average,Control trunk lean.,40
SES_VER_AVE_0002,athlete_13,336,vertical_jump,114.14,124.79,123.65,122.31,68.26,71.38,127.12,131.66,76.01,79.66,18.1,1.86,26.22,-0.99,0.57,41.1,0.769,65.4,descent,average,Lower your hips.,11
SES_SNA_POO_0007,athlete_79,898,snatch,136.17,123.23,138.23,152.03,73.79,89.22,154.9,130.37,71.17,78.28,50.31,1.83,32.0,4.97,0.38,0,0.662,41.4,landing,poor,Critical form deviation.,29
SES_VER_GOO_0001,athlete_79,218,vertical_jump,98.87,101.72,108.29,92.49,81.49,64.64,140.21,121.45,84.03,87.15,16.05,1.96,23.98,1.93,0.46,37.9,0.828,79.1,descent,good,Slight asymmetry detected.,7
SES_VER_POO_0003,athlete_50,473,vertical_jump,139.19,132.95,149.45,148.92,87.52,101.8,145.47,142.95,62.08,77.28,39.36,0.96,34.75,4.16,0.45,15.6,0.685,34.9,flight,poor,Work on symmetry.,15
SES_JAV_POO_0015,athlete_04,1892,javelin,156.0,138.52,171.82,159.49,137.67,130.09,180,149.84,64.86,78.26,63.23,1.91,22.23,2.77,0.47,0,0.545,28.6,setup,poor,Work on symmetry.,63
SES_SNA_ELI_0004,athlete_27,529,snatch,88.58,86.6,92.93,103.11,36.64,32.24,174.02,180,94.42,93.26,21.35,0,22.75,-0.15,0.55,0,0.91,97.9,flight,elite,Hold this form.,17
SES_CRI_GOO_0017,athlete_79,2082,cricket_bat,130.37,125.36,149.78,143.46,84.28,97.31,142.31,149.34,90.69,94.84,24.53,1.85,32.24,0.43,0.5,0,0.756,76.9,descent,good,"Good depth, push harder through the heels.",69
SES_VER_GOO_0001,athlete_79,233,vertical_jump,99.12,96.18,101.82,102.69,68.33,68.79,139.71,135.31,89.52,82.3,19.91,1.96,23.98,1.93,0.46,37.9,0.869,78.2,flight,good,Slight asymmetry detected.,7
SES_CRI_AVE_0018,athlete_33,2228,cricket_bat,142.09,151.6,151.08,150.1,102.09,117.01,170.0,157.33,91.28,84.77,32.41,0.2,16.78,4.95,0.41,0,0.698,62.3,descent,average,Activate core more.,74
SES_JAV_POO_0015,athlete_10,1823,javelin,141.03,149.17,169.19,170.11,128.6,135.98,169.02,163.14,72.61,74.08,55.15,3.18,27.74,-0.11,0.37,0,0.581,53.5,flight,poor,LOWER HIPS!,60
SES_SNA_ELI_0004,athlete_27,524,snatch,94.74,84.57,107.61,98.49,42.5,46.38,180,173.26,92.76,96.39,13.63,0,22.75,-0.15,0.55,0,0.892,96.4,takeoff,elite,Hold this form.,17
SES_JAV_ELI_0012,athlete_49,1459,javelin,103.3,109.69,155.95,153.86,163.92,166.35,126.35,130.76,78.09,82.59,34.19,1.47,27.08,1.79,0.39,0,0.757,95.2,takeoff,elite,Great form! Maintain position.,48
SES_JAV_ELI_0012,athlete_68,1559,javelin,108.47,112.17,145.6,147.76,172.05,168.44,124.13,128.09,85.02,80.61,31.81,2.6,37.36,-1.48,0.52,0,0.765,96.5,flight,elite,Great form! Maintain position.,51
SES_SPR_AVE_0010,athlete_49,1311,sprint,73.15,71.29,128.15,115.11,90.28,101.17,106.49,112.89,79.64,89.74,21.51,0.95,27.31,6.44,0.43,0,0.762,70.1,takeoff,average,Control trunk lean.,43
SES_JAV_ELI_0012,athlete_68,1553,javelin,107.31,102.02,138.23,145.83,174.79,167.69,124.13,128.09,95.25,87.31,34.27,2.6,37.36,-1.48,0.52,0,0.749,96.6,flight,elite,Great form! Maintain position.,51
SES_SPR_AVE_0010,athlete_04,1231,sprint,82.08,81.75,128.27,127.11,76.21,73.04,141.91,127.19,75.21,81.93,46.2,2.26,17.05,4.37,0.56,0,0.796,66.3,setup,average,Lower your hips.,41
SES_SNA_POO_0007,athlete_11,900,snatch,130.65,144.82,159.68,148.35,84.88,88.27,130.96,172.81,84.32,78.51,38.1,2.14,29.83,1.47,0.37,0,0.669,43.1,setup,poor,Work on symmetry.,30
SES_SNA_AVE_0006,athlete_23,751,snatch,114.78,131.58,118.19,118.24,67.01,73.54,142.15,170.05,77.67,75.68,24.06,1.02,17.89,-0.36,0.51,0,0.776,56.9,setup,average,Lower your hips.,25
SES_JAV_GOO_0013,athlete_07,1616,javelin,101.87,110.68,155.78,152.4,152.53,155.55,133.16,135.06,82.34,78.9,45.48,3.92,21.2,1.99,0.58,0,0.708,81.9,flight,good,"Good depth, push harder through the heels.",53
SES_JAV_GOO_0013,athlete_07,1596,javelin,112.14,115.58,159.45,151.29,165.95,164.67,143.44,131.16,97.81,78.37,40.37,3.92,21.2,1.99,0.58,0,0.715,83.3,setup,good,"Good depth, push harder through the heels.",53
SES_CRI_POO_0019,athlete_62,2355,cricket_bat,170.95,173.51,162.02,157.14,132.04,123.44,172.02,175.59,77.45,87.65,47.18,1.68,42.82,-3.36,0.41,0,0.606,32.7,takeoff,poor,Work on symmetry.,78
SES_SNA_GOO_0005,athlete_43,611,snatch,86.87,93.74,107.9,111.07,44.55,47.34,173.06,172.54,83.78,84.07,28.06,0,19.66,0.14,0.6,0,0.867,78.7,descent,good,Extend hips fully.,20
SES_SPR_AVE_0010,athlete_04,1236,sprint,73.78,66.75,122.52,112.4,91.21,91.0,126.97,110.4,83.59,86.93,34.54,2.26,17.05,4.37,0.56,0,0.747,66.3,setup,average,Lower your hips.,41
SES_SPR_GOO_0009,athlete_27,1104,sprint,57.92,65.67,94.98,93.95,78.94,77.71,93.89,101.19,77.53,72.42,22.66,1.98,26.91,2.91,0.54,0,0.807,83.0,takeoff,good,Slight asymmetry detected.,36
SES_SNA_POO_0007,athlete_11,918,snatch,120.13,130.48,135.96,147.61,82.59,68.19,128.27,134.56,76.77,80.41,46.74,2.14,29.83,1.47,0.37,0,0.668,43.6,flight,poor,Work on symmetry.,30
SES_SPR_POO_0011,athlete_06,1399,sprint,92.06,92.55,138.76,137.45,101.05,99.48,142.02,132.58,101.6,86.1,50.75,0,39.96,5.21,0.45,0,0.716,35.8,descent,poor,Adjust knee alignment.,46
SES_SNA_POO_0007,athlete_54,852,snatch,120.52,133.84,132.73,146.77,69.22,76.29,136.11,147.46,66.36,65.72,49.24,3.09,29.02,3.78,0.43,0,0.655,41.7,takeoff,poor,Work on symmetry.,28
SES_JAV_GOO_0013,athlete_32,1662,javelin,123.04,109.22,143.24,154.49,157.72,153.69,151.0,131.0,80.86,74.97,34.86,2.86,21.56,-0.94,0.54,0,0.683,80.5,descent,good,"Good depth, push harder through the heels.",55
SES_SNA_POO_0007,athlete_54,849,snatch,125.52,129.96,138.46,153.56,70.23,81.29,135.3,157.79,81.36,70.53,43.5,3.09,29.02,3.78,0.43,0,0.677,42.4,descent,poor,Work on symmetry.,28
SES_VER_ELI_0000,athlete_21,11,vertical_jump,88.87,88.42,93.07,99.67,70.56,59.73,119.9,118.93,94.41,84.31,17.26,3.75,40.25,2.33,0.48,49.9,0.937,91.2,descent,elite,Great form! Maintain position.,0
SES_SNA_ELI_0004,athlete_27,517,snatch,86.58,88.33,106.76,92.44,46.51,39.62,178.68,180,92.29,84.56,25.51,0,22.75,-0.15,0.55,0,0.904,95.9,descent,elite,Hold this form.,17
SES_SNA_ELI_0004,athlete_14,587,snatch,92.14,85.99,98.39,101.83,39.75,44.28,178.04,180,93.06,85.96,21.54,1.28,40.29,3.03,0.44,0,0.919,96.0,takeoff,elite,Great form! Maintain position.,19
SES_VER_ELI_0000,athlete_21,9,vertical_jump,86.09,90.46,96.36,101.22,60.56,59.73,119.9,118.93,94.41,84.31,12.89,3.75,40.25,2.33,0.48,49.9,0.93,91.1,descent,elite,Great form! Maintain position.,0
SES_VER_POO_0003,athlete_50,456,vertical_jump,146.97,145.29,142.74,141.39,82.52,93.01,148.69,123.09,69.89,64.8,42.78,0.96,34.75,4.16,0.45,15.6,0.694,34.9,descent,poor,Work on symmetry.,15
SES_SNA_AVE_0006,athlete_11,803,snatch,104.08,101.86,126.9,126.57,66.26,72.64,170.15,153.86,80.46,80.52,38.1,2.17,24.04,5.39,0.42,0,0.813,62.0,flight,average,Activate core more.,26
SES_SPR_ELI_0008,athlete_61,1064,sprint,44.98,47.22,89.5,96.17,78.6,76.97,83.49,94.14,67.29,71.74,13.84,3.43,35.85,2.18,0.64,0,0.863,98.6,descent,elite,Hold this form.,35
SES_SNA_ELI_0004,athlete_27,510,snatch,78.35,86.04,108.54,107.05,45.88,29.46,173.54,177.36,90.88,77.61,31.21,0,22.75,-0.15,0.55,0,0.919,95.4,setup,elite,Hold this form.,17
SES_VER_AVE_0002,athlete_23,254,vertical_jump,109.76,106.51,119.8,116.53,72.09,75.33,140.84,156.51,73.21,77.13,25.01,1.55,37.69,-0.28,0.5,39.9,0.783,61.2,takeoff,average,Lower your hips.,8
SES_VER_GOO_0001,athlete_79,212,vertical_jump,108.87,103.38,94.44,101.31,82.69,75.69,130.21,131.45,87.0,90.22,17.04,1.96,23.98,1.93,0.46,37.9,0.843,80.2,setup,good,Slight asymmetry detected.,7
SES_VER_ELI_0000,athlete_79,104,vertical_jump,88.89,94.3,91.8,102.17,61.53,57.7,115.76,108.79,83.39,88.3,11.0,0.86,31.29,1.49,0.51,63.6,0.908,91.4,takeoff,elite,Hold this form.,3
SES_SPR_ELI_0008,athlete_13,981,sprint,41.31,47.72,100.61,93.19,78.91,78.82,95.82,79.64,63.44,75.06,7.86,2.45,40.04,4.42,0.44,0,0.831,94.9,takeoff,elite,Great form! Maintain position.,32
SES_SNA_ELI_0004,athlete_27,533,snatch,80.53,92.42,98.0,99.02,36.18,41.57,175.0,179.15,91.49,89.21,23.18,0,22.75,-0.15,0.55,0,0.903,97.2,flight,elite,Hold this form.,17
SES_SNA_POO_0007,athlete_54,856,snatch,122.7,123.9,140.43,140.16,79.22,82.38,146.11,157.46,64.91,65.04,29.85,3.09,29.02,3.78,0.43,0,0.716,42.1,takeoff,poor,Work on symmetry.,28
SES_JAV_AVE_0014,athlete_60,1731,javelin,128.51,135.32,162.69,161.52,141.33,140.23,149.7,156.24,77.07,81.28,48.86,3.8,21.97,3.08,0.59,0,0.662,65.2,takeoff,average,Activate core more.,57
SES_SNA_POO_0007,athlete_11,917,snatch,125.13,135.48,135.75,152.61,78.68,73.19,133.27,129.56,79.27,78.35,41.74,2.14,29.83,1.47,0.37,0,0.658,43.7,takeoff,poor,Work on symmetry.,30
SES_SPR_ELI_0008,athlete_13,977,sprint,51.65,47.23,96.98,93.19,91.32,72.36,93.08,86.19,72.59,74.76,19.04,2.45,40.04,4.42,0.44,0,0.863,93.7,descent,elite,Great form! Maintain position.,32
SES_VER_GOO_0001,athlete_56,192,vertical_jump,98.55,96.32,107.99,96.66,65.83,69.09,135.4,133.94,86.86,80.7,6.38,0.17,23.46,3.3,0.55,44.2,0.842,81.1,takeoff,good,"Good depth, push harder through the heels.",6
SES_CRI_POO_0019,athlete_25,2303,cricket_bat,153.4,153.94,154.83,163.17,130.88,123.19,165.0,163.41,85.67,85.19,59.37,4.06,24.64,1.83,0.39,0,0.603,34.3,flight,poor,Critical form deviation.,76
SES_SNA_GOO_0005,athlete_43,629,snatch,90.93,98.57,112.87,119.34,48.51,45.58,173.62,177.32,83.58,85.88,26.29,0,19.66,0.14,0.6,0,0.858,79.0,landing,good,Extend hips fully.,20
SES_SNA_GOO_0005,athlete_22,654,snatch,100.19,101.76,104.04,115.37,46.16,53.04,171.09,169.18,80.06,90.36,28.01,1.84,29.67,4.16,0.43,0,0.863,81.7,landing,good,Slight asymmetry detected.,21
SES_VER_ELI_0000,athlete_79,97,vertical_jump,96.92,97.04,92.13,92.77,61.83,54.34,120.01,117.35,89.12,85.21,9.32,0.86,31.29,1.49,0.51,63.6,0.958,90.9,descent,elite,Hold this form.,3
